101945491RR0001,41364,37,2,7,1,,,,,,,10,89415,1704596
101945541RR0001,41364,34,1,9,,,,,,,,42,417399,1776972
101945558RR0001,41364,21,19,2,,,,,,,,26,255148,1040030
101945566RR0001,41364,22,4,5,1,,,,,,,16,80442,984721
101945616RR0001,41364,48,8,2,1,,,,,,,24,485322,1525099
101945632RR0001,41364,28,7,2,1,,,,,,,94,179384,1182272
101945715RR0001,41364,15,,9,1,,,,,,,42,193936,1007623
101945731RR0001,41364,15,9,1,,,,,,,,,,932029
101945756RR0001,41364,12,2,8,,,,,,,,9,77820,748097
101945764RR0001,41364,9,5,3,1,,,,,,,4,106000,500900
101945822RR0001,41364,27,6,3,1,,,,,,,23,,1552229
101945830RR0001,41364,34,,9,1,,,,,,,9,135209,1563338
101945962RR0001,41364,22,43,2,,,,,,,,23,66100,899007
101946135RR0001,41364,15,6,4,,,,,,,,14,85562,786779
101946200RR0001,41364,13,2,8,,,,,,,,69,233245,879088
101946309RR0001,41364,22,8,2,,,,,,,,6,167895,1098794
101946333RR0001,41364,24,7,3,,,,,,,,26,38207,1232494
101946341RR0001,41364,40,,10,,,,,,,,16,262466,1984373
101946374RR0001,41364,27,9,1,,,,,,,,,,935025
101946440RR0001,41364,20,7,2,1,,,,,,,10,123528,784463
101946523RR0001,41364,45,1,8,1,,,,,,,14,190000,1893608
101946531RR0001,41364,15,10,,,,,,,,,6,60336,824813
101946564RR0001,41364,11,8,3,,,,,,,,11,100845,564865
101946572RR0001,41364,20,4,6,,,,,,,,41,697798,1474054
101946739RR0001,41364,12,2,8,,,,,,,,5,14532,721695
101946747RR0001,41364,11,7,3,,,,,,,,21,211576,659928
101946762RR0001,41364,57,,9,1,,,,,,,6,2115,1667715
101946770RR0001,41364,9,6,4,,,,,,,,8,151848,628875
101946846RR0001,41364,11,6,4,,,,,,,,,,629381
101946853RR0001,41364,35,1,2,1,,,,,,,,,
101946861RR0001,41364,28,1,8,1,,,,,,,20,212841,1451162
101948032RR0001,41364,4,4,,,,,,,,,5,16524,103428
101949527RR0001,41639,21,16,5,,,,,,,,,,459528
101960235RR0001,41364,,,,,,,,,,,4,,
102091493RR0001,41455,14,10,,,,,,,,,3,16910,287042
102097268RR0001,41455,,,,,,,,,,,,,
102097565RR0001,41455,,,,,,,,,,,2,24158,24158
102145224RR0001,41364,,,,,,,,,,,,,
102150349RR0001,41486,,,,,,,,,,,,,
102156916RR0001,41305,1,1,,,,,,,,,,,7512
102163045RR0001,41364,2,1,1,,,,,,,,3,41838,114445
102164225RR0001,41364,4,4,,,,,,,,,,,68888
102169158RR0001,41639,70,,8,2,,,,,,,72,1542243,5126750
102177979RR0001,41547,6,6,,,,,,,,,56,17964,153040
102183829RR0001,41455,21,,10,,,,,,,,15,126811,1261912
102208881RR0001,41364,5,2,3,,,,,,,,22,210568,415586
102253663RR0001,41364,9,8,1,,,,,,,,5,51831,357542
102253788RR0001,41639,2,2,1,,,,,,,,5,27340,121959
102258043RR0001,41639,,,,,,,,,,,,,
102278876RR0001,41639,8,6,2,,,,,,,,8,47424,415316
102278900RR0001,41639,5,5,,,,,,,,,2,18095,244523
102288495RR0001,41547,44,10,,,,,,,,,6,18000,1410634
102299047RR0001,41364,6,6,,,,,,,,,,,134293
102313616RR0001,41364,13,11,2,,,,,,,,4,26875,622977
102333176RR0001,41639,,,,,,,,,,,1,9552,9552
102333903RR0001,41639,2,1,1,,,,,,,,,,215390
102334554RR0001,41364,31,7,3,,,,,,,,34,421551,1428818
102345519RR0001,41364,68,8,2,,,,,,,,26,46615,1511309
102385325RR0001,41364,,,,,,,,,,,,,
102385515RR0001,41639,,,,,,,,,,,,,
102388873RR0001,41364,2,,2,,,,,,,,5,53252,178739
102402393RR0001,41364,19,,10,,,,,,,,,,901675
102407319RR0001,41639,7,4,2,,,1,,,,,6,49779,497792
102415338RR0001,41639,2,2,,,,,,,,,,,40150
102419892RR0001,41578,,,,,,,,,,,3,29720,29720
102430378RR0001,41364,2,,2,,,,,,,,1,5144,110906
102450376RR0001,41639,,,,,,,,,,,,,
102473667RR0001,41455,11,7,4,,,,,,,,,,493215
102474368RR0001,41639,10,4,6,,,,,,,,13,234247,912345
102484680RR0001,41364,4,4,,,,,,,,,,,145076
102489283RR0001,41547,,,,,,,,,,,8,26317,21140
